0.0108089 0.0133369 0.0151936 0.0131131
0.0600423 0.0757755 0.0918364 0.0758847
0.190333 0.235256 0.303033 0.242874
0.398969 0.491051 0.635089 0.50837
0.641941 0.800777 1.04714 0.829952
0.955288 1.19937 1.54 1.23155
1.29515 1.64322 2.06975 1.66937
1.59534 2.02026 2.5257 2.0471
1.90865 2.42378 3.035 2.45581
2.25102 2.81085 3.53539 2.86575
2.58233 3.17217 3.98395 3.24615
2.87965 3.52046 4.42784 3.60932
3.16358 3.84189 4.84711 3.95086
3.44216 4.17372 5.27946 4.29845
3.71689 4.50581 5.68595 4.63621
3.89312 4.73837 5.95118 4.86089
4.12626 5.04853 6.30016 5.15832
4.40147 5.38908 6.6886 5.49305
4.69844 5.76914 7.12871 5.86543
4.25268 5.2988 6.3004 5.28396
4.46385 5.58751 6.40905 5.4868
5.10373 6.30883 7.27423 6.22893
6.2649 7.74484 8.9461 7.65195
7.54775 9.31549 10.8486 9.23729
8.72127 10.841 12.6177 10.7267
9.93488 12.3687 14.386 12.2298
11.202 14.014 16.2426 13.8195
12.4066 15.5618 18.0321 15.3335
24.3142 30.5992 35.5432 30.1522
36.0367 45.0212 52.9222 44.66
47.1834 59.0649 69.7193 58.6559
58.1717 72.4494 86.4706 72.3639
68.7213 85.3718 102.616 85.5698
78.9843 98.1654 118.352 98.5007
89.4239 110.207 133.69 111.107
100.006 121.859 148.724 123.53
110.39 132.996 163.386 135.591
200.081 230.233 294.807 241.707
258.308 314.532 395.351 322.73
307.475 384.168 475.994 389.213
343.366 443.968 541.957 443.097
372.458 499.437 600.128 490.675
399.753 536.273 650.254 528.76
421.576 567.925 689.423 559.641
438.143 594.493 728.634 587.09
448.085 613.788 764.603 608.825
