-0.0307915 -0.0308844 0.251983 0.0653975
-0.171558 -0.170437 1.38638 1.98052
-0.349821 -0.343817 2.78609 8.0029
-0.645188 -0.626108 5.03928 26.2026
-0.947934 -0.910758 7.28253 54.7633
-1.65948 -1.56236 12.3279 157.173
-1.90378 -1.77918 13.9988 202.756
-2.06971 -1.92234 15.1215 236.639
-2.30332 -2.11768 16.6889 288.31
-2.55397 -2.31943 18.355 348.807
-2.84918 -2.54704 20.2933 426.422
-3.27451 -2.85931 23.0495 550.177
-3.62511 -3.10465 25.3038 663.065
-4.12265 -3.43625 28.4949 840.762
-5.17091 -4.05759 35.1698 1280.12
-5.82653 -4.37788 39.3238 1599.47
-6.34439 -4.58348 42.5963 1875.7
-6.86027 -4.74762 45.8217 2169.23
-7.33043 -4.87081 48.7339 2452.45
-9.06825 -5.24141 59.3098 3627.36
-14.2011 -7.66438 88.7973 8145.38
-19.5273 -14.0681 118.25 14562.3
-25.6425 -22.2272 147.647 22951.2
-32.4936 -27.7582 177.214 33231.2
-37.7789 -30.9831 202.917 43562.6
-43.9481 -35.9192 235.927 58883.2
-49.2642 -38.9044 268.091 75813.5
-55.163 -40.685 298.053 93533.7
-64.349 -30.8482 596.961 361454
-66.6976 -115.062 891.764 812931
-109.937 -265.676 1150.95 1.40735e+06
-158.229 -482.715 1360.54 2.10912e+06
-116.48 -699.833 1561.36 2.94117e+06
-6.40157 -863.108 1789.6 3.94767e+06
127.844 -1012.28 2026.47 5.14764e+06
226.771 -1154.33 2282.26 6.5926e+06
304.96 -1263.8 2548.92 8.18717e+06
1625.27 -810.112 5042.76 2.87272e+07
2962.55 -411.016 7524.67 6.55662e+07
5569.7 657.931 8541.73 1.04416e+08
6271.21 2664.89 10411.2 1.54822e+08
3879.8 3837.61 11284.9 1.57128e+08
1192.04 4248.48 11694.4 1.5623e+08
130.074 3317.19 14219.2 2.13206e+08
-45.3904 1860.48 16751.2 2.84065e+08
1243.86 2205.8 19351.6 3.80898e+08
0.244938 0.0731757 0.00694253 0.0653975
1.00361 0.299044 0.0295101 1.09752
1.86107 0.552975 0.0569277 3.77259
2.92555 0.866556 0.0938123 9.31858
4.01502 1.18592 0.134829 17.545
5.15921 1.51981 0.181285 28.9601
6.84097 2.00801 0.255185 50.896
8.53987 2.49846 0.335892 79.2845
9.93867 2.90028 0.406593 107.354
11.5871 3.37111 0.495231 145.871
12.9079 3.74627 0.570252 180.972
13.9123 4.03034 0.629102 210.192
15.3213 4.42689 0.713956 254.85
16.7873 4.83721 0.805414 305.86
18.9892 5.44916 0.948889 391.182
23.5528 6.69997 1.26408 601.223
27.6383 7.80768 1.57469 827.317
30.85 8.6796 1.84769 1030.47
33.3739 9.37084 2.07983 1205.96
59.4353 17.303 4.84702 3855.45
85.4431 27.0288 7.35598 8085.19
112.634 38.3709 6.92591 14206.8
141.518 49.1958 2.1661 22452.2
170.895 59.6156 -2.64164 32766
200.072 70.1302 -5.44395 44976.8
221.696 79.129 -8.71751 55486.3
253.269 94.7576 -15.977 73379.7
279.707 109.755 -23.676 90842.5
525.573 284.836 -66.0895 361726
774.341 434.989 -157.728 813699
1067.9 522.811 -166.916 1.44161e+06
1370.3 548.047 -136.402 2.19668e+06
1664.14 635.219 -156.173 3.19726e+06
1947.21 712.361 -226.678 4.35046e+06
2247.87 767.482 -237.723 5.69844e+06
2551.72 755.32 -252.705 7.14566e+06
2841.44 730.135 -336.598 8.7202e+06
5714.71 352.108 -1128.09 3.40545e+07
8437.54 740.023 -1916.06 7.5411e+07
10237.2 1260.16 37.257 1.06389e+08
11305.4 240.333 2428.17 1.33767e+08
13481.1 -1451.47 3495.11 1.96062e+08
15344.5 -1968.7 5727.57 2.72135e+08
16277.1 -2388.72 8513.23 3.43126e+08
17096.8 -1072.04 10933.3 4.12987e+08
18350.8 200.432 13085.4 5.08021e+08
-0.0179247 -0.0547707 -0.249151 0.0653975
-0.0705943 -0.217698 -0.992238 1.03691
-0.175834 -0.552704 -2.52972 6.73589
-0.332943 -1.07888 -4.97479 26.0234
-0.478021 -1.60229 -7.43862 58.1289
-0.581851 -2.00673 -9.3558 91.8964
-0.657977 -2.32061 -10.8481 123.499
-0.718829 -2.58423 -12.101 153.63
-0.801873 -2.96669 -13.9159 203.096
