-0.000252402 -0.094394 -0.218362 0.0565923
-0.000700478 -0.216738 -0.501622 0.298601
-0.00142856 -0.361957 -0.838188 0.833575
-0.00222781 -0.485016 -1.12369 1.49792
-0.00283227 -0.564204 -1.30755 2.02802
-0.00355514 -0.648508 -1.50342 2.68083
-0.00564315 -0.85235 -1.97751 4.63706
-0.00704655 -0.968062 -2.24692 5.98582
-0.00877905 -1.09569 -2.54432 7.67417
-0.0108181 -1.2311 -2.86013 9.69605
-0.0425053 -2.6519 -6.19224 45.3782
-0.0737675 -3.62627 -8.5062 85.5107
-0.107683 -4.5757 -10.7863 137.294
-0.148333 -5.65315 -13.396 211.432
-0.189216 -6.74696 -16.0632 303.584
-0.233214 -8.16385 -19.5497 448.892
-0.254879 -9.1568 -22.0161 568.62
-0.268022 -10.1228 -24.4357 699.647
-0.269099 -11.5738 -28.1179 924.642
0.0485342 -22.548 -56.9574 3752.56
0.253124 -32.8261 -84.6142 8237.18
1.87352 -41.4608 -111.409 14134.4
5.80914 -50.2224 -142.852 22962.8
9.52874 -58.519 -168.662 31962
12.5546 -70.1134 -200.132 45126.2
11.7561 -79.8555 -228.679 58809.3
8.69788 -87.6968 -253.313 71934.1
3.52624 -97.6045 -287.018 91918.7
14.6921 -170.672 -582.437 368577
74.55 -243.556 -870.921 823380
159.177 -303.192 -1159.48 1.46166e+06
175.365 -292.398 -1463.16 2.25709e+06
169.634 -273.262 -1767.51 3.22753e+06
110.328 -308.459 -2061.58 4.35741e+06
55.0911 -291.697 -2360.13 5.65832e+06
53.0844 -200.527 -2652.15 7.07694e+06
33.6236 -133.523 -2947.94 8.70933e+06
-783.843 519.98 -5698.62 3.33591e+07
-426.178 2628.37 -7752.48 6.7191e+07
-678.318 4882.89 -9595.24 1.16371e+08
-1895.46 5214.87 -12218.8 1.80086e+08
-2238.88 5428.14 -15103.7 2.626e+08
-2112.32 5905.47 -17897.1 3.59642e+08
-1190.59 5616.26 -20498.6 4.53152e+08
-381.376 6489.05 -23048.4 5.73482e+08
-689.067 6330.08 -25958.2 7.14375e+08
0.0931292 -0.18266 -0.152839 0.0653975
0.588831 -1.1602 -0.971446 2.63649
1.49242 -2.96614 -2.48607 17.2058
2.89033 -5.81894 -4.88377 66.0653
5.00343 -10.2075 -8.56847 202.646
6.87 -14.0892 -11.8048 385.056
8.66672 -17.775 -14.8601 611.887
10.157 -20.7842 -17.3433 835.938
12.466 -25.3737 -21.0932 1244.15
15.1329 -30.5826 -25.2623 1802.49
17.2758 -34.684 -28.4741 2312.2
18.9814 -37.8587 -30.9462 2751.24
20.395 -40.4212 -32.9469 3135.33
22.0198 -43.3108 -35.2084 3600.33
23.4024 -45.7491 -37.1158 4018.23
24.5287 -47.7365 -38.6679 4375.64
25.6807 -49.7756 -40.2567 4757.7
26.851 -51.85 -41.866 5162.16
28.5825 -54.9077 -44.2354 5788.59
32.2811 -61.3674 -49.2832 7236.86
40.0387 -74.7363 -59.7062 10753.5
46.6717 -86.2118 -68.354 14283
57.6791 -105.618 -82.0842 21219.9
73.2545 -134.078 -100.072 33357.6
85.3318 -156.861 -112.909 44635.6
96.6289 -180.319 -126.224 57784.6
108.42 -205.938 -143.335 74710.2
118.133 -226.321 -159.736 90691.9
250.685 -417.237 -359.534 366194
388.295 -609.673 -551.879 827045
441.935 -808.892 -775.629 1.45121e+06
469.587 -972.384 -1033.8 2.23478e+06
408.717 -1158.42 -1268.36 3.11773e+06
383.915 -1389.39 -1466.32 4.22789e+06
347.889 -1588.93 -1688.3 5.49608e+06
279.693 -1726.1 -1952.65 6.87051e+06
266.23 -1817.85 -2242.25 8.40313e+06
1757.64 -886.365 -4213.7 2.16302e+07
2309.84 1969.1 -3829.02 2.38741e+07
1625.5 4569.51 -2533.58 2.99417e+07
-158.306 6755.43 -1582.39 4.81649e+07
-1709.56 8699.14 -58.9455 7.86011e+07
-3509.38 10542.5 1322.95 1.25211e+08
-5367.07 12150.5 2534.02 1.82862e+08
-6521.08 13593.2 4761.9 2.49974e+08
-6028.46 14655.4 7444.04 3.06538e+08
-0.220143 -0.12668 0.029777 0.0653975
-1.08671 -0.623419 0.146681 1.59111
-3.44402 -1.95916 0.463308 15.9142
-5.40328 -3.05221 0.726156 39.0388
-8.29695 -4.63791 1.1173 91.598
-10.6009 -5.87343 1.43313 148.931
-13.925 -7.60756 1.89735 255.381
-17.5163 -9.4185 2.40928 401.333
-22.6493 -11.903 3.14446 664.561
-27.0934 -13.9674 3.77751 943.412
-30.7738 -15.6315 4.29847 1209.85
-33.5066 -16.8459 4.68224 1428.4
-37.3578 -18.5266 5.2196 1766.08
-40.6726 -19.9499 5.67855 2084.51
-43.4373 -21.1267 6.06174 2369.88
-45.6588 -22.0655 6.37073 2612.2
-48.888 -23.4203 6.81551 2984.99
-51.918 -24.6877 7.22196 3357.12
-54.8416 -25.9217 7.59763 3737.26
-57.4785 -27.055 7.91958 4098.48
-81.4873 -38.0708 10.0721 8191.02
-111.22 -50.0094 10.1364 14973.6
-138.702 -56.2672 10.5355 22515.3
-168.452 -59.7633 12.2848 32098.5
-200.876 -63.6695 12.7312 44567.2
-230.893 -71.5779 12.1019 58581.4
-259.491 -81.1105 13.8168 74105.4
-282.703 -89.8347 17.174 88286.4
-545.108 -225.253 89.4377 355880
-807.914 -359.202 167.391 809771
-1080.03 -505.215 195.112 1.45977e+06
-1274.82 -725.436 230.842 2.20471e+06
-1450.55 -971.762 268.646 3.12058e+06
-1559.58 -1247.16 344.033 4.10607e+06
-1675.52 -1503.87 429.06 5.25309e+06
-1867.3 -1758.21 443.769 6.77504e+06
-2068.17 -1982.98 422.629 8.38818e+06
-2544.96 -4858.63 539.894 3.03745e+07
-3494.48 -7046.65 -407.109 6.20324e+07
-5801.6 -7044.7 -1726.87 8.62685e+07
-5651.29 -4540.88 -2716.31 5.9935e+07
-3574.57 -3082.4 -3828.62 3.69371e+07
-2134.46 -1088.97 -2839.37 1.38038e+07
229.183 44.3581 -2049.37 4.2544e+06
1311.37 2671.12 -2390.31 1.45681e+07
347.915 4217.94 -614.666 1.82899e+07
-0.033975 0.244104 -0.0682369 0.0653975
-0.194664 1.41602 -0.394526 2.19865
-0.398536 2.94784 -0.817955 9.51764
-0.60801 4.58597 -1.26687 23.0057
-0.885103 6.89049 -1.89163 51.8405
-1.14361 9.23277 -2.5191 92.8978
-1.6191 14.2424 -3.83599 220.183
-1.99612 19.2158 -5.12307 399.477
-2.25458 23.5146 -6.22694 596.792
-2.44704 27.4527 -7.22697 811.866
-2.57788 30.5363 -7.997 1003.06
-2.67322 32.997 -8.59777 1169.87
-2.86605 38.6969 -9.94096 1604.48
-3.0063 43.7746 -11.079 2047.99
-3.11616 48.8804 -12.1587 2546.83
-3.1571 51.4149 -12.6663 2813.9
-3.18059 53.3642 -13.0418 3027.94
-3.19659 55.1975 -13.3845 3236.13
-3.20194 55.9678 -13.5257 3325.59
-3.22291 59.4096 -14.1356 3739.71
-4.38714 86.1228 -17.7898 7752.86
-9.22075 119.079 -20.3536 14679.2
-14.0304 148.212 -22.3388 22662.7
-20.0878 179.995 -25.8234 33468.6
-28.4904 210.381 -28.5557 45887.2
-37.4963 238.512 -29.4422 59160.6
-45.4662 266.275 -28.4273 73777.4
-53.4727 294.596 -26.0765 90326
-87.9543 591.602 13.159 357902
5.14072 875.467 79.7934 772836
77.2555 1169.28 125.959 1.38904e+06
135.816 1445.03 253.129 2.17062e+06
224.933 1686.07 408.393 3.06023e+06
299.286 1900.12 609.05 4.07097e+06
347.864 2109.75 832.486 5.26509e+06
402.86 2339.61 1025.56 6.68786e+06
515.456 2534.29 1229.62 8.20026e+06
